palabra;definicion;grammatical;nivel2;tematica
typical;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
worried;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
patient;;adjective & noun;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
unusual;;adverb;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
unhappy;;noun;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
between;;Prepositions;Pre A1 Starters;Places
funfair;;Nouns;A1 Movers;Places
library;;Nouns;A1 Movers;Places
stadium;;Nouns;A1 Movers;Places
theater;;Nouns;A2 Flyers;Places
factory;;noun;B1 Preliminar;Places
stadium;;noun;B1 Preliminar;Places
theatre;;noun;B1 Preliminar;Places
tourist;;noun;B1 Preliminar;Places
harbour;;noun;B1 Preliminar;Places
railway;;noun;B1 Preliminar;Places
scenery;;noun;B1 Preliminar;Places
seaside;;noun;B1 Preliminar;Places
village;;noun;B1 Preliminar;Places
airport;;noun;B1 Preliminar;Places
booking;;noun;B1 Preliminar;Places
station;;noun;B1 Preliminar;Places
turning;;noun;B1 Preliminar;Places
English;;Nouns;Pre A1 Starters;School
college;;Nouns;A1 Movers;School
correct;;Adjectives;Pre A1 Starters;School
example;;Nouns;Pre A1 Starters;School
history;;Nouns;A1 Movers;School
mistake;;Nouns;A1 Movers;School
project;;Nouns;A2 Flyers;School
science;;Nouns;A1 Movers;School
student;;Nouns;A1 Movers;School
subject;;Nouns;A1 Movers;School
website;;Nouns;A1 Movers;School
damaged;;adjective;B1 Preliminar;Shopping
reduced;;adjective;B1 Preliminar;Shopping
bargain;;noun;B1 Preliminar;Shopping
deposit;;noun;B1 Preliminar;Shopping
receipt;;noun;B1 Preliminar;Shopping
shopper;;noun;B1 Preliminar;Shopping
reserve;;noun & verb;B1 Preliminar;Shopping
collect;;verb;B1 Preliminar;Shopping
athlete;;noun;B1 Preliminar;Sports & leisure
contest;;noun;B1 Preliminar;Sports & leisure
cricket;;noun;B1 Preliminar;Sports & leisure
cycling;;noun;B1 Preliminar;Sports & leisure
cyclist;;noun;B1 Preliminar;Sports & leisure
fishing;;noun;B1 Preliminar;Sports & leisure
fitness;;noun;B1 Preliminar;Sports & leisure
running;;noun;B1 Preliminar;Sports & leisure
sailing;;noun;B1 Preliminar;Sports & leisure
skating;;noun;B1 Preliminar;Sports & leisure
surfing;;noun;B1 Preliminar;Sports & leisure
workout;;noun;B1 Preliminar;Sports & leisure
compete;;verb;B1 Preliminar;Sports & leisure
cartoon;;Nouns;A1 Movers;Sports & leisure
channel;;Nouns;A1 Movers;Sports & leisure
collect;;Verbs regular;A1 Movers;Sports & leisure
concert;;Nouns;A1 Movers;Sports & leisure
drawing;;Nouns;Pre A1 Starters;Sports & leisure
fishing;;Nouns;Pre A1 Starters;Sports & leisure
holiday;;Nouns;A1 Movers;Sports & leisure
picture;;Nouns;Pre A1 Starters;Sports & leisure
present;;Nouns;A1 Movers;Sports & leisure
program;;Nouns;A2 Flyers;Sports & leisure
pyramid;;Nouns;A2 Flyers;Sports & leisure
skating;;Nouns;A1 Movers;Sports & leisure
snowman;;Nouns;A1 Movers;Sports & leisure
theatre;;Nouns;A2 Flyers;Sports & leisure
climate;;noun;B1 Preliminar;The Natural World
country;;noun;B1 Preliminar;The Natural World
dolphin;;noun;B1 Preliminar;The Natural World
giraffe;;noun;B1 Preliminar;The Natural World
penguin;;noun;B1 Preliminar;The Natural World
species;;noun;B1 Preliminar;The Natural World
sunrise;;noun;B1 Preliminar;The Natural World
monthly;;adjective;B1 Preliminar;Time
o'clock;;adverb;B1 Preliminar;Time
tonight;;adverb & noun;B1 Preliminar;Time
century;;noun;B1 Preliminar;Time
evening;;noun;B1 Preliminar;Time
meeting;;noun;B1 Preliminar;Time
morning;;noun;B1 Preliminar;Time
weekday;;noun;B1 Preliminar;Time
weekend;;noun;B1 Preliminar;Time
January;;Nouns;A1 Movers;Time
October;;Nouns;A2 Flyers;Time
Tuesday;;Nouns;A1 Movers;Time
century;;Nouns;A1 Movers;Time
evening;;Nouns;Pre A1 Starters;Time
morning;;Nouns;Pre A1 Starters;Time
quarter;;Nouns;A2 Flyers;Time
tonight;;Nouns;A2 Flyers;Time
weekend;;Nouns;A1 Movers;Time
balloon;;Nouns;Pre A1 Starters;Toys
monster;;Nouns;Pre A1 Starters;Toys
bicycle;;Nouns;A1 Movers;Transport
journey;;Nouns;A1 Movers;Transport
railway;;Nouns;A2 Flyers;Transport
tractor;;Nouns;A1 Movers;Transport
traffic;;Nouns;A2 Flyers;Transport
delayed;;adjective;B1 Preliminar;Transport
foreign;;adjective;B1 Preliminar;Transport
airline;;noun;B1 Preliminar;Transport
arrival;;noun;B1 Preliminar;Transport
baggage;;noun;B1 Preliminar;Transport
embassy;;noun;B1 Preliminar;Transport
journey;;noun;B1 Preliminar;Transport
licence;;noun;B1 Preliminar;Transport
luggage;;noun;B1 Preliminar;Transport
scooter;;noun;B1 Preliminar;Transport
traffic;;noun;B1 Preliminar;Transport
vehicle;;noun;B1 Preliminar;Transport
visitor;;noun;B1 Preliminar;Transport
customs;;plural noun;B1 Preliminar;Transport
confirm;;verb;B1 Preliminar;Transport
deliver;;verb;B1 Preliminar;Transport
weather;;noun;B1 Preliminar;Weather
rainbow;;Nouns;A1 Movers;Weather
weather;;Nouns;A1 Movers;Weather
airport;;Nouns;A1 Movers;Work
country;;Nouns;A1 Movers;Work
dentist;;Nouns;A1 Movers;Work
factory;;Nouns;A2 Flyers;Work
fighter;;Nouns;A2 Flyers;Work
manager;;Nouns;A1 Movers;Work
meeting;;Nouns;A2 Flyers;Work
officer;;Nouns;A2 Flyers;Work
station;;Nouns;A1 Movers;Work
teacher;;Nouns;Pre A1 Starters;Work
village;;Nouns;A1 Movers;Work
butcher;;noun;B1 Preliminar;Work
captain;;noun;B1 Preliminar;Work
cleaner;;noun;B1 Preliminar;Work
company;;noun;B1 Preliminar;Work
manager;;noun;B1 Preliminar;Work
postman;;noun;B1 Preliminar;Work
soldier;;noun;B1 Preliminar;Work
ancient;;adjective;B1 Preliminar;
burning;;adjective;B1 Preliminar;
central;;adjective;B1 Preliminar;
certain;;adjective;B1 Preliminar;
correct;;adjective;B1 Preliminar;
crowded;;adjective;B1 Preliminar;
dressed;;adjective;B1 Preliminar;
eastern;;adjective;B1 Preliminar;
elderly;;adjective;B1 Preliminar;
general;;adjective;B1 Preliminar;
hopeful;;adjective;B1 Preliminar;
limited;;adjective;B1 Preliminar;
missing;;adjective;B1 Preliminar;
musical;;adjective;B1 Preliminar;
natural;;adjective;B1 Preliminar;
obvious;;adjective;B1 Preliminar;
outdoor;;adjective;B1 Preliminar;
perfect;;adjective;B1 Preliminar;
pleased;;adjective;B1 Preliminar;
popular;;adjective;B1 Preliminar;
private;;adjective;B1 Preliminar;
regular;;adjective;B1 Preliminar;
selfish;;adjective;B1 Preliminar;
shocked;;adjective;B1 Preliminar;
similar;;adjective;B1 Preliminar;
stylish;;adjective;B1 Preliminar;
unknown;;adjective;B1 Preliminar;
unlucky;;adjective;B1 Preliminar;
various;;adjective;B1 Preliminar;
western;;adjective;B1 Preliminar;
willing;;adjective;B1 Preliminar;
working;;adjective;B1 Preliminar;
written;;adjective;B1 Preliminar;
further;;adjective & adverb;B1 Preliminar;
outside;;adjective & adverb & prep;B1 Preliminar;
average;;adjective & noun;B1 Preliminar;
capital;;adjective & noun;B1 Preliminar;
maximum;;adjective & noun;B1 Preliminar;
minimum;;adjective & noun;B1 Preliminar;
present;;adjective & noun & verb;B1 Preliminar;
already;;adverb;B1 Preliminar;
anymore;;adverb;B1 Preliminar;
clearly;;adverb;B1 Preliminar;
exactly;;adverb;B1 Preliminar;
finally;;adverb;B1 Preliminar;
forever;;adverb;B1 Preliminar;
happily;;adverb;B1 Preliminar;
however;;adverb;B1 Preliminar;
indoors;;adverb;B1 Preliminar;
luckily;;adverb;B1 Preliminar;
nowhere;;adverb;B1 Preliminar;
percent;;adverb;B1 Preliminar;
perhaps;;adverb;B1 Preliminar;
quickly;;adverb;B1 Preliminar;
quietly;;adverb;B1 Preliminar;
shortly;;adverb;B1 Preliminar;
somehow;;adverb;B1 Preliminar;
totally;;adverb;B1 Preliminar;
usually;;adverb;B1 Preliminar;
neither;;adverb & determiner & pronoum;B1 Preliminar;
between;;adverb & preposition;B1 Preliminar;
because;;conjunction;B1 Preliminar;
whether;;conjunction;B1 Preliminar;
another;;determiner & pronoum;B1 Preliminar;
several;;determiner & pronoum;B1 Preliminar;
ability;;noun;B1 Preliminar;
account;;noun;B1 Preliminar;
advance;;noun;B1 Preliminar;
apology;;noun;B1 Preliminar;
balloon;;noun;B1 Preliminar;
banking;;noun;B1 Preliminar;
bathtub;;noun;B1 Preliminar;
battery;;noun;B1 Preliminar;
brother;;noun;B1 Preliminar;
cabinet;;noun;B1 Preliminar;
chapter;;noun;B1 Preliminar;
charity;;noun;B1 Preliminar;
comfort;;noun;B1 Preliminar;
cooking;;noun;B1 Preliminar;
courage;;noun;B1 Preliminar;
culture;;noun;B1 Preliminar;
defence;;noun;B1 Preliminar;
diagram;;noun;B1 Preliminar;
disease;;noun;B1 Preliminar;
enquiry;;noun;B1 Preliminar;
example;;noun;B1 Preliminar;
farming;;noun;B1 Preliminar;
feeling;;noun;B1 Preliminar;
grandma;;noun;B1 Preliminar;
grandpa;;noun;B1 Preliminar;
haircut;;noun;B1 Preliminar;
holiday;;noun;B1 Preliminar;
husband;;noun;B1 Preliminar;
initial;;noun;B1 Preliminar;
inquiry;;noun;B1 Preliminar;
ironing;;noun;B1 Preliminar;
lecture;;noun;B1 Preliminar;
leisure;;noun;B1 Preliminar;
lighter;;noun;B1 Preliminar;
lottery;;noun;B1 Preliminar;
million;;noun;B1 Preliminar;
mistake;;noun;B1 Preliminar;
monster;;noun;B1 Preliminar;
mystery;;noun;B1 Preliminar;
network;;noun;B1 Preliminar;
officer;;noun;B1 Preliminar;
opinion;;noun;B1 Preliminar;
parking;;noun;B1 Preliminar;
partner;;noun;B1 Preliminar;
pattern;;noun;B1 Preliminar;
picture;;noun;B1 Preliminar;
product;;noun;B1 Preliminar;
purpose;;noun;B1 Preliminar;
quality;;noun;B1 Preliminar;
quarter;;noun;B1 Preliminar;
reading;;noun;B1 Preliminar;
reality;;noun;B1 Preliminar;
regards;;noun;B1 Preliminar;
romance;;noun;B1 Preliminar;
routine;;noun;B1 Preliminar;
section;;noun;B1 Preliminar;
service;;noun;B1 Preliminar;
session;;noun;B1 Preliminar;
shampoo;;noun;B1 Preliminar;
silence;;noun;B1 Preliminar;
singing;;noun;B1 Preliminar;
smoking;;noun;B1 Preliminar;
society;;noun;B1 Preliminar;
speaker;;noun;B1 Preliminar;
success;;noun;B1 Preliminar;
surname;;noun;B1 Preliminar;
swimmer;;noun;B1 Preliminar;
thought;;noun;B1 Preliminar;
thunder;;noun;B1 Preliminar;
tourism;;noun;B1 Preliminar;
trainer;;noun;B1 Preliminar;
trouble;;noun;B1 Preliminar;
trumpet;;noun;B1 Preliminar;
vanilla;;noun;B1 Preliminar;
variety;;noun;B1 Preliminar;
version;;noun;B1 Preliminar;
walking;;noun;B1 Preliminar;
warning;;noun;B1 Preliminar;
wedding;;noun;B1 Preliminar;
writing;;noun;B1 Preliminar;
benefit;;noun & verb;B1 Preliminar;
contact;;noun & verb;B1 Preliminar;
control;;noun & verb;B1 Preliminar;
promise;;noun & verb;B1 Preliminar;
request;;noun & verb;B1 Preliminar;
respect;;noun & verb;B1 Preliminar;
support;;noun & verb;B1 Preliminar;
welcome;;noun & verb;B1 Preliminar;
base on;;phrasal verb;B1 Preliminar;
be over;;phrasal verb;B1 Preliminar;
call in;;phrasal verb;B1 Preliminar;
come on;;phrasal verb;B1 Preliminar;
fill in;;phrasal verb;B1 Preliminar;
fill up;;phrasal verb;B1 Preliminar;
get off;;phrasal verb;B1 Preliminar;
give in;;phrasal verb;B1 Preliminar;
give up;;phrasal verb;B1 Preliminar;
grow up;;phrasal verb;B1 Preliminar;
hand in;;phrasal verb;B1 Preliminar;
hold up;;phrasal verb;B1 Preliminar;
keep in;;phrasal verb;B1 Preliminar;
keep on;;phrasal verb;B1 Preliminar;
keep up;;phrasal verb;B1 Preliminar;
look up;;phrasal verb;B1 Preliminar;
pass on;;phrasal verb;B1 Preliminar;
pick up;;phrasal verb;B1 Preliminar;
put off;;phrasal verb;B1 Preliminar;
put out;;phrasal verb;B1 Preliminar;
run out;;phrasal verb;B1 Preliminar;
set off;;phrasal verb;B1 Preliminar;
set out;;phrasal verb;B1 Preliminar;
show up;;phrasal verb;B1 Preliminar;
take up;;phrasal verb;B1 Preliminar;
tidy up;;phrasal verb;B1 Preliminar;
turn up;;phrasal verb;B1 Preliminar;
wake up;;phrasal verb;B1 Preliminar;
pyjamas;;plural noun;B1 Preliminar;
against;;preposition;B1 Preliminar;
beneath;;preposition;B1 Preliminar;
besides;;preposition;B1 Preliminar;
despite;;preposition;B1 Preliminar;
without;;preposition;B1 Preliminar;
anybody;;pronoum;B1 Preliminar;
herself;;pronoum;B1 Preliminar;
himself;;pronoum;B1 Preliminar;
nothing;;pronoum;B1 Preliminar;
someone;;pronoum;B1 Preliminar;
achieve;;verb;B1 Preliminar;
approve;;verb;B1 Preliminar;
arrange;;verb;B1 Preliminar;
attempt;;verb;B1 Preliminar;
attract;;verb;B1 Preliminar;
babysit;;verb;B1 Preliminar;
believe;;verb;B1 Preliminar;
compare;;verb;B1 Preliminar;
consist;;verb;B1 Preliminar;
contain;;verb;B1 Preliminar;
declare;;verb;B1 Preliminar;
deserve;;verb;B1 Preliminar;
destroy;;verb;B1 Preliminar;
develop;;verb;B1 Preliminar;
discuss;;verb;B1 Preliminar;
dislike;;verb;B1 Preliminar;
disturb;;verb;B1 Preliminar;
enquire;;verb;B1 Preliminar;
explain;;verb;B1 Preliminar;
explode;;verb;B1 Preliminar;
explore;;verb;B1 Preliminar;
forgive;;verb;B1 Preliminar;
imagine;;verb;B1 Preliminar;
improve;;verb;B1 Preliminar;
include;;verb;B1 Preliminar;
inspire;;verb;B1 Preliminar;
involve;;verb;B1 Preliminar;
measure;;verb;B1 Preliminar;
predict;;verb;B1 Preliminar;
prepare;;verb;B1 Preliminar;
prevent;;verb;B1 Preliminar;
prizes.;;verb;B1 Preliminar;
produce;;verb;B1 Preliminar;
promote;;verb;B1 Preliminar;
protect;;verb;B1 Preliminar;
provide;;verb;B1 Preliminar;
publish;;verb;B1 Preliminar;
realise;;verb;B1 Preliminar;
rebuild;;verb;B1 Preliminar;
receive;;verb;B1 Preliminar;
replace;;verb;B1 Preliminar;
require;;verb;B1 Preliminar;
succeed;;verb;B1 Preliminar;
suggest;;verb;B1 Preliminar;
suppose;;verb;B1 Preliminar;
ability;;Modals;A1 Movers;
address;;Nouns;A1 Movers;
already;;Adverbs;A1 Movers;
amazing;;Adjectives;A1 Movers;
another;;Determiners;A1 Movers;
balcony;;Nouns;A1 Movers;
because;;Conjunctions;A1 Movers;
bedroom;;Nouns;Pre A1 Starters;
believe;;Verbs regular;A1 Movers;
blanket;;Nouns;A1 Movers;
careful;;Adjectives;A1 Movers;
cushion;;Nouns;A2 Flyers;
excited;;Adjectives;A1 Movers;
explain;;Verbs regular;A1 Movers;
explore;;Verbs regular;A1 Movers;
improve;;Verbs regular;A1 Movers;
instead;;Adverbs;A1 Movers;
kitchen;;Nouns;Pre A1 Starters;
machine;;Nouns;A1 Movers;
message;;Nouns;A1 Movers;
missing;;Adjectives;A2 Flyers;
naughty;;Adjectives;A1 Movers;
nothing;;Pronouns;A1 Movers;
nowhere;;Adverbs;A2 Flyers;
outside;;Adverbs;A1 Movers;
perhaps;;Adverbs;A2 Flyers;
pleased;;Adjectives;A2 Flyers;
popular;;Adjectives;A2 Flyers;
prepare;;Verbs regular;A2 Flyers;
problem;;Nouns;A2 Flyers;
quickly;;Adverbs;A1 Movers;
quietly;;Adverbs;A1 Movers;
shampoo;;Nouns;A1 Movers;
someone;;Pronouns;A1 Movers;
special;;Adjectives;A2 Flyers;
strange;;Adjectives;A2 Flyers;
through;;Prepositions;A2 Flyers;
unhappy;;Adjectives;A2 Flyers;
unusual;;Adjectives;A2 Flyers;
usually;;Adverbs;A2 Flyers;
whisper;;Verbs;A1 Movers;
whistle;;Verbs regular;A1 Movers;
without;;Prepositions;A2 Flyers;
worried;;Adjectives;A2 Flyers;
creature;;Nouns;A2 Flyers;Animals
dinosaur;;Nouns;A2 Flyers;Animals
elephant;;Nouns;Pre A1 Starters;Animals
kangaroo;;Nouns;A1 Movers;Animals
shoulder;;Nouns;A1 Movers;Animals
tortoise;;Nouns;A2 Flyers;Animals
bracelet;;Nouns;A1 Movers;Clothes
necklace;;Nouns;A2 Flyers;Clothes
swimsuit;;Nouns;A1 Movers;Clothes
trainers;;Nouns;A2 Flyers;Clothes
trousers;;Nouns;Pre A1 Starters;Clothes
backpack;;noun;B1 Preliminar;Clothes
bracelet;;noun;B1 Preliminar;Clothes
clothing;;noun;B1 Preliminar;Clothes
material;;noun;B1 Preliminar;Clothes
necklace;;noun;B1 Preliminar;Clothes
pullover;;noun;B1 Preliminar;Clothes
raincoat;;noun;B1 Preliminar;Clothes
swimming;;noun;B1 Preliminar;Clothes
swimsuit;;noun;B1 Preliminar;Clothes
umbrella;;noun;B1 Preliminar;Clothes
trousers;;plural noun;B1 Preliminar;Clothes
computer;;noun;B1 Preliminar;Communications and Technology
envelope;;noun;B1 Preliminar;Communications and Technology
hardware;;noun;B1 Preliminar;Communications and Technology
headline;;noun;B1 Preliminar;Communications and Technology
homepage;;noun;B1 Preliminar;Communications and Technology
internet;;noun;B1 Preliminar;Communications and Technology
keyboard;;noun;B1 Preliminar;Communications and Technology
operator;;noun;B1 Preliminar;Communications and Technology
password;;noun;B1 Preliminar;Communications and Technology
advanced;;adjective;B1 Preliminar;Education
beginner;;noun;B1 Preliminar;Education
homework;;noun;B1 Preliminar;Education
language;;noun;B1 Preliminar;Education
postcard;;noun;B1 Preliminar;Education
software;;noun;B1 Preliminar;Education
graduate;;noun & verb;B1 Preliminar;Education
research;;noun & verb;B1 Preliminar;Education
break up;;phrasal verb;B1 Preliminar;Education
turn off;;phrasal verb;B1 Preliminar;Education
register;;verb;B1 Preliminar;Education
remember;;verb;B1 Preliminar;Education
romantic;;adjective;B1 Preliminar;Entertainment and Media
audience;;noun;B1 Preliminar;Entertainment and Media
entrance;;noun;B1 Preliminar;Entertainment and Media
festival;;noun;B1 Preliminar;Entertainment and Media
interval;;noun;B1 Preliminar;Entertainment and Media
magazine;;noun;B1 Preliminar;Entertainment and Media
musician;;noun;B1 Preliminar;Entertainment and Media
thriller;;noun;B1 Preliminar;Entertainment and Media
recycled;;adjective;B1 Preliminar;Environment
daughter;;Nouns;A1 Movers;Family & friends
grandson;;Nouns;A1 Movers;Family & friends
grown-up;;Nouns;A1 Movers;Family & friends
lemonade;;Nouns;Pre A1 Starters;Food & drink
sandwich;;Nouns;A1 Movers;Food & drink
broccoli;;noun;B1 Preliminar;Food & drink
cucumber;;noun;B1 Preliminar;Food & drink
lemonade;;noun;B1 Preliminar;Food & drink
mushroom;;noun;B1 Preliminar;Food & drink
omelette;;noun;B1 Preliminar;Food & drink
sandwich;;noun;B1 Preliminar;Food & drink
saucepan;;noun;B1 Preliminar;Food & drink
takeaway;;noun;B1 Preliminar;Food & drink
waitress;;noun;B1 Preliminar;Food & drink
headache;;Nouns;A1 Movers;Health
medicine;;Nouns;A1 Movers;Health
accident;;noun;B1 Preliminar;Health
headache;;noun;B1 Preliminar;Health
hospital;;noun;B1 Preliminar;Health
medicine;;noun;B1 Preliminar;Health
shoulder;;noun;B1 Preliminar;Health
exercise;;noun & verb;B1 Preliminar;Health
lie down;;phrasal verb;B1 Preliminar;Health
campsite;;noun;B1 Preliminar;Hobbies and Leisure
painting;;noun;B1 Preliminar;Hobbies and Leisure
pharmacy;;noun;B1 Preliminar;Hobbies and Leisure
barbecue;;noun & verb;B1 Preliminar;Hobbies and Leisure
hang out;;phrasal verb;B1 Preliminar;Hobbies and Leisure
sunbathe;;verb;B1 Preliminar;Hobbies and Leisure
armchair;;noun;B1 Preliminar;House and Home
bathroom;;noun;B1 Preliminar;House and Home
bookcase;;noun;B1 Preliminar;House and Home
cupboard;;noun;B1 Preliminar;House and Home
property;;noun;B1 Preliminar;House and Home
roommate;;noun;B1 Preliminar;House and Home
surround;;verb;B1 Preliminar;House and Home
question;;noun;B1 Preliminar;Language
sentence;;noun;B1 Preliminar;Language
thousand;;Nouns;A2 Flyers;Numbers
charming;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
cheerful;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
confused;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
exciting;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
friendly;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
generous;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
negative;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
ordinary;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
original;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
personal;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
pleasant;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
positive;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
reliable;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
relieved;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
terrible;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
bookshop;;Nouns;Pre A1 Starters;Places
chemists;;Nouns;A1 Movers;Places
opposite;;Prepositions;A1 Movers;Places
straight;;Adjectives;A1 Movers;Places
bookshop;;noun;B1 Preliminar;Places
building;;noun;B1 Preliminar;Places
elevator;;noun;B1 Preliminar;Places
mountain;;noun;B1 Preliminar;Places
crossing;;noun;B1 Preliminar;Places
fountain;;noun;B1 Preliminar;Places
monument;;noun;B1 Preliminar;Places
motorway;;noun;B1 Preliminar;Places
pavement;;noun;B1 Preliminar;Places
signpost;;noun;B1 Preliminar;Places
alphabet;;Nouns;Pre A1 Starters;School
bookcase;;Nouns;Pre A1 Starters;School
computer;;Nouns;Pre A1 Starters;School
cupboard;;Nouns;Pre A1 Starters;School
homework;;Nouns;A1 Movers;School
keyboard;;Nouns;Pre A1 Starters;School
language;;Nouns;A1 Movers;School
painting;;Nouns;Pre A1 Starters;School
question;;Nouns;Pre A1 Starters;School
scissors;;Nouns;A1 Movers;School
sentence;;Nouns;Pre A1 Starters;School
shopping;;noun;B1 Preliminar;Services
customer;;noun;B1 Preliminar;Shopping
complain;;verb;B1 Preliminar;Shopping
exchange;;verb;B1 Preliminar;Shopping
baseball;;noun;B1 Preliminar;Sports & leisure
champion;;noun;B1 Preliminar;Sports & leisure
climbing;;noun;B1 Preliminar;Sports & leisure
football;;noun;B1 Preliminar;Sports & leisure
backpack;;Nouns;A1 Movers;Sports & leisure
favorite;;Adjectives;Pre A1 Starters;Sports & leisure
festival;;Nouns;A2 Flyers;Sports & leisure
magazine;;Nouns;A1 Movers;Sports & leisure
practice;;Nouns;A1 Movers;Sports & leisure
practise;;Verbs regular;A1 Movers;Sports & leisure
rucksack;;Nouns;A2 Flyers;Sports & leisure
shopping;;Nouns;A1 Movers;Sports & leisure
snowball;;Nouns;A1 Movers;Sports & leisure
suitcase;;Nouns;A2 Flyers;Sports & leisure
swimming;;Nouns;A1 Movers;Sports & leisure
umbrella;;Nouns;A2 Flyers;Sports & leisure
elephant;;noun;B1 Preliminar;The Natural World
farmland;;noun;B1 Preliminar;The Natural World
kangaroo;;noun;B1 Preliminar;The Natural World
mosquito;;noun;B1 Preliminar;The Natural World
sunshine;;noun;B1 Preliminar;The Natural World
wildlife;;noun;B1 Preliminar;The Natural World
tomorrow;;adverb & noun;B1 Preliminar;Time
birthday;;noun;B1 Preliminar;Time
midnight;;noun;B1 Preliminar;Time
December;;Nouns;A2 Flyers;Time
February;;Nouns;A2 Flyers;Time
November;;Nouns;A2 Flyers;Time
Saturday;;Nouns;A1 Movers;Time
Thursday;;Nouns;A1 Movers;Time
birthday;;Nouns;Pre A1 Starters;Time
calendar;;Nouns;A1 Movers;Time
midnight;;Nouns;A2 Flyers;Time
tomorrow;;Nouns;A2 Flyers;Time
baseball;;Nouns;Pre A1 Starters;Toys
football;;Nouns;Pre A1 Starters;Toys
motorway;;Nouns;A2 Flyers;Transport
platform;;Nouns;A2 Flyers;Transport
brochure;;noun;B1 Preliminar;Transport
currency;;noun;B1 Preliminar;Transport
mechanic;;noun;B1 Preliminar;Transport
passport;;noun;B1 Preliminar;Transport
platform;;noun;B1 Preliminar;Transport
suitcase;;noun;B1 Preliminar;Transport
take off;;phrasal verb;B1 Preliminar;Transport
freezing;;adjective;B1 Preliminar;Weather
forecast;;noun;B1 Preliminar;Weather
snowfall;;noun;B1 Preliminar;Weather
Starters;;Nouns;A1 Movers;Work
building;;Nouns;A1 Movers;Work
business;;Nouns;A1 Movers;Work
designer;;Nouns;A2 Flyers;Work
engineer;;Nouns;A2 Flyers;Work
entrance;;Nouns;A2 Flyers;Work
hospital;;Nouns;A1 Movers;Work
mechanic;;Nouns;A1 Movers;Work
mountain;;Nouns;A1 Movers;Work
contract;;noun;B1 Preliminar;Work
designer;;noun;B1 Preliminar;Work
director;;noun;B1 Preliminar;Work
employee;;noun;B1 Preliminar;Work
employer;;noun;B1 Preliminar;Work
engineer;;noun;B1 Preliminar;Work
explorer;;noun;B1 Preliminar;Work
lecturer;;noun;B1 Preliminar;Work
novelist;;noun;B1 Preliminar;Work
reporter;;noun;B1 Preliminar;Work
accurate;;adjective;B1 Preliminar;
careless;;adjective;B1 Preliminar;
creative;;adjective;B1 Preliminar;
cultural;;adjective;B1 Preliminar;
disabled;;adjective;B1 Preliminar;
electric;;adjective;B1 Preliminar;
enormous;;adjective;B1 Preliminar;
frequent;;adjective;B1 Preliminar;
furthest;;adjective;B1 Preliminar;
gorgeous;;adjective;B1 Preliminar;
grateful;;adjective;B1 Preliminar;
handsome;;adjective;B1 Preliminar;
historic;;adjective;B1 Preliminar;
hopeless;;adjective;B1 Preliminar;
horrible;;adjective;B1 Preliminar;
national;;adjective;B1 Preliminar;
northern;;adjective;B1 Preliminar;
peaceful;;adjective;B1 Preliminar;
possible;;adjective;B1 Preliminar;
powerful;;adjective;B1 Preliminar;
pregnant;;adjective;B1 Preliminar;
prepared;;adjective;B1 Preliminar;
previous;;adjective;B1 Preliminar;
sensible;;adjective;B1 Preliminar;
separate;;adjective;B1 Preliminar;
shocking;;adjective;B1 Preliminar;
situated;;adjective;B1 Preliminar;
sociable;;adjective;B1 Preliminar;
southern;;adjective;B1 Preliminar;
stressed;;adjective;B1 Preliminar;
suitable;;adjective;B1 Preliminar;
talented;;adjective;B1 Preliminar;
terrific;;adjective;B1 Preliminar;
unlikely;;adjective;B1 Preliminar;
valuable;;adjective;B1 Preliminar;
straight;;adjective & adverb;B1 Preliminar;
upstairs;;adjective & adverb;B1 Preliminar;
opposite;;adjective & adverb & noun & preposition;B1 Preliminar;
complete;;adjective & verb;B1 Preliminar;
actually;;adverb;B1 Preliminar;
anywhere;;adverb;B1 Preliminar;
honestly;;adverb;B1 Preliminar;
normally;;adverb;B1 Preliminar;
nowadays;;adverb;B1 Preliminar;
outdoors;;adverb;B1 Preliminar;
